date,title,artist,peak_pos,rank,weeks
1980-07-23,In America,The Charlie Daniels Band,13.0,13.0,9.0
1980-07-23,More Love,Kim Carnes,14.0,14.0,9.0
1980-07-23,Let Me Love You Tonight,Pure Prairie League,10.0,15.0,12.0
1980-07-23,Love The World Away,Kenny Rogers,16.0,16.0,6.0
1980-07-23,Sailing,Christopher Cross,17.0,17.0,7.0
1980-07-23,Gimme Some Lovin',Blues Brothers,18.0,18.0,9.0
1980-07-23,All Night Long,Joe Walsh,19.0,19.0,11.0
1980-07-23,Empire Strikes Back (Medley),Meco,20.0,20.0,7.0
1980-07-23,Let's Get Serious,Jermaine Jackson,9.0,21.0,18.0
1980-07-23,Misunderstanding,Genesis,22.0,22.0,10.0
1980-07-23,Let My Love Open The Door,Pete Townshend,23.0,23.0,7.0
1980-07-23,Stand By Me,Mickey Gilley,24.0,24.0,11.0
1980-07-23,Take A Little Rhythm,Ali Thomson,25.0,25.0,7.0
1980-07-23,JoJo,Boz Scaggs,26.0,26.0,7.0
1980-07-23,Old-Fashion Love,Commodores,27.0,27.0,6.0
1980-07-23,Into The Night,Benny Mardones,28.0,28.0,7.0
1980-07-23,I'm Alive,Electric Light Orchestra,16.0,29.0,10.0
1980-07-23,Make A Little Magic,The Dirt Band,30.0,30.0,6.0
1980-07-23,Fame,Irene Cara,31.0,31.0,7.0
1980-07-23,Walks Like A Lady,Journey,32.0,32.0,10.0
1980-07-23,Boulevard,Jackson Browne,33.0,33.0,4.0
1980-07-23,I Can't Let Go,Linda Ronstadt,34.0,34.0,5.0
1980-07-23,Why Not Me,Fred Knoblock,35.0,35.0,5.0
1980-07-23,King Of The Hill,Rick Pinette & Oak,36.0,36.0,12.0
1980-07-23,All Out Of Love,Air Supply,37.0,37.0,7.0
1980-07-23,Tulsa Time/Cocaine,Eric Clapton And His Band,38.0,38.0,6.0
1980-07-23,Funkytown,"Lipps, Inc.",1.0,39.0,18.0
1980-07-23,Drivin' My Life Away,Eddie Rabbitt,40.0,40.0,6.0
1980-07-23,Against The Wind,Bob Seger,5.0,41.0,13.0
1980-07-23,Play The Game,Queen,42.0,42.0,5.0
1980-07-23,A Lover's Holiday,Change,40.0,43.0,11.0
1980-07-23,Give Me The Night,George Benson,44.0,44.0,4.0
1980-07-23,Biggest Part Of Me,Ambrosia,3.0,45.0,17.0
1980-07-23,Landlord,Gladys Knight And The Pips,46.0,46.0,7.0
1980-07-23,Shandi,KISS,47.0,47.0,6.0
1980-07-23,One In A Million You,Larry Graham,48.0,48.0,5.0
1980-07-23,Someone That I Used To Love,Natalie Cole,49.0,49.0,6.0
1980-07-23,Beyond,Herb Alpert,50.0,50.0,5.0
1980-07-23,Lookin' For Love,Johnny Lee,51.0,51.0,3.0
1980-07-23,One More Time For Love,Billy Preston & Syreeta,52.0,52.0,7.0
1980-07-23,You're The Only Woman (You & I),Ambrosia,53.0,53.0,3.0
1980-07-23,She's Out Of My Life,Michael Jackson,10.0,54.0,15.0
1980-07-23,That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris,55.0,55.0,5.0
1980-07-23,Love That Got Away,Firefall,56.0,56.0,5.0
1980-07-23,Years From Now,Dr. Hook,57.0,57.0,4.0
1980-07-23,On The Rebound,Russ Ballard,58.0,58.0,7.0
1980-07-23,Upside Down,Diana Ross,59.0,59.0,3.0
1980-07-23,Hot Rod Hearts,Robbie Dupree,60.0,60.0,2.0
1980-07-23,Free Me,Roger Daltrey,61.0,61.0,4.0
1980-07-23,Cars,Gary Numan,9.0,62.0,24.0
1980-07-23,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,19.0,63.0,18.0
1980-07-23,Call Me,Blondie,1.0,64.0,24.0
1980-07-23,You're Supposed To Keep Your Love For Me,Jermaine Jackson,65.0,65.0,3.0
1980-07-23,Dancin' In The Streets,Teri DeSario With K.C.,66.0,66.0,5.0
1980-07-23,I'm Alright,Kenny Loggins,67.0,67.0,3.0
1980-07-23,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,4.0,68.0,18.0
1980-07-23,"Honey, Honey",David Hudson,69.0,69.0,5.0
1980-07-23,If I Were You,Toby Beau,70.0,70.0,4.0
1980-07-23,Save Me,Dave Mason,71.0,71.0,3.0
1980-07-23,You Better Run,Pat Benatar,72.0,72.0,1.0
1980-07-23,Hey There Lonely Girl,Robert John,73.0,73.0,2.0
1980-07-23,How Does It Feel To Be Back,Daryl Hall John Oates,74.0,74.0,2.0
1980-07-23,Let's Go 'round Again,Average White Band,53.0,75.0,6.0
1980-07-23,Under The Gun,Poco,76.0,76.0,2.0
1980-07-23,Half Moon Silver,Hotel,77.0,77.0,3.0
1980-07-23,The Royal Mile (Sweet Darlin'),Gerry Rafferty,78.0,78.0,2.0
1980-07-23,Cry Just A Little,Paul Davis,79.0,79.0,2.0
1980-07-23,You And Me,Rockie Robbins,80.0,80.0,2.0
1980-07-23,My Mistake,The Kingbees,81.0,81.0,5.0
1980-07-23,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,82.0,82.0,1.0
1980-07-23,He's So Shy,The Pointer Sisters,83.0,83.0,1.0
1980-07-23,First Time Love,Livingston Taylor,84.0,84.0,1.0
1980-07-23,Don't Misunderstand Me,Rossington Collins Band,85.0,85.0,1.0
1980-07-23,No Night So Long,Dionne Warwick,86.0,86.0,1.0
1980-07-23,Wango Tango,Ted Nugent,87.0,87.0,1.0
1980-07-23,Just Can't Wait,The J. Geils Band,78.0,88.0,3.0
1980-07-23,(Call Me) When The Spirit Moves You,Touch,89.0,89.0,1.0
1980-07-23,First...Be A Woman,Lenore O'malley,90.0,90.0,1.0
1980-07-23,It's For You,Player,46.0,91.0,8.0
1980-07-23,Mirage,Eric Troyer,92.0,92.0,1.0
1980-07-23,Where Did We Go Wrong,Frankie Valli & Chris Forde,93.0,93.0,2.0
1980-07-23,Alabama Getaway,Grateful Dead,68.0,94.0,6.0
1980-07-23,Who Shot J.R.?,Gary Burbank With Band McNally,67.0,95.0,5.0
1980-07-23,Shiver And Shake,The Silencers,96.0,96.0,1.0
1980-07-23,When Things Go Wrong,Robin Lane & The Chartbusters,87.0,97.0,3.0
1980-07-23,Everything Works If You Let It,Cheap Trick,44.0,98.0,10.0
1980-07-23,I Get Off On It,Tony Joe White,79.0,99.0,5.0
1980-07-23,The Blue Side,Crystal Gayle,81.0,100.0,8.0
1980-07-30,Magic,Olivia Newton-John,1.0,1.0,11.0
1980-07-30,It's Still Rock And Roll To Me,Billy Joel,1.0,2.0,11.0
1980-07-30,Little Jeannie,Elton John,3.0,3.0,14.0
1980-07-30,Cupid/I've Loved You For A Long Time,The Spinners,4.0,4.0,12.0
1980-07-30,Shining Star,The Manhattans,5.0,5.0,15.0
1980-07-30,Take Your Time (Do It Right) Part 1,The S.O.S. Band,6.0,6.0,10.0
1980-07-30,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,7.0,15.0
1980-07-30,Tired Of Toein' The Line,Rocky Burnette,8.0,8.0,13.0
1980-07-30,Emotional Rescue,The Rolling Stones,9.0,9.0,5.0
1980-07-30,Sailing,Christopher Cross,10.0,10.0,8.0
1980-07-30,In America,The Charlie Daniels Band,11.0,11.0,10.0
1980-07-30,One Fine Day,Carole King,12.0,12.0,12.0
1980-07-30,More Love,Kim Carnes,13.0,13.0,10.0
1980-07-30,Love The World Away,Kenny Rogers,14.0,14.0,7.0
1980-07-30,Steal Away,Robbie Dupree,6.0,15.0,17.0
1980-07-30,The Rose,Bette Midler,3.0,16.0,20.0
1980-07-30,Misunderstanding,Genesis,17.0,17.0,11.0
1980-07-30,Gimme Some Lovin',Blues Brothers,18.0,18.0,10.0
1980-07-30,All Night Long,Joe Walsh,19.0,19.0,12.0
1980-07-30,Empire Strikes Back (Medley),Meco,20.0,20.0,8.0
1980-07-30,Let My Love Open The Door,Pete Townshend,21.0,21.0,8.0
1980-07-30,Stand By Me,Mickey Gilley,22.0,22.0,12.0
1980-07-30,Take A Little Rhythm,Ali Thomson,23.0,23.0,8.0
1980-07-30,JoJo,Boz Scaggs,24.0,24.0,8.0
1980-07-30,Old-Fashion Love,Commodores,25.0,25.0,7.0
1980-07-30,Into The Night,Benny Mardones,26.0,26.0,8.0
1980-07-30,Fame,Irene Cara,27.0,27.0,8.0
1980-07-30,Make A Little Magic,The Dirt Band,28.0,28.0,7.0
1980-07-30,Boulevard,Jackson Browne,29.0,29.0,5.0
1980-07-30,Why Not Me,Fred Knoblock,30.0,30.0,6.0
1980-07-30,All Out Of Love,Air Supply,31.0,31.0,8.0
1980-07-30,I Can't Let Go,Linda Ronstadt,32.0,32.0,6.0
1980-07-30,Let Me Love You Tonight,Pure Prairie League,10.0,33.0,13.0
1980-07-30,Tulsa Time/Cocaine,Eric Clapton And His Band,34.0,34.0,7.0
1980-07-30,Drivin' My Life Away,Eddie Rabbitt,35.0,35.0,7.0
1980-07-30,You're The Only Woman (You & I),Ambrosia,36.0,36.0,4.0
1980-07-30,I'm Alive,Electric Light Orchestra,16.0,37.0,11.0
1980-07-30,Let's Get Serious,Jermaine Jackson,9.0,38.0,19.0
1980-07-30,Give Me The Night,George Benson,39.0,39.0,5.0
1980-07-30,Lookin' For Love,Johnny Lee,40.0,40.0,4.0
1980-07-30,One In A Million You,Larry Graham,41.0,41.0,6.0
1980-07-30,Play The Game,Queen,42.0,42.0,6.0
1980-07-30,Walks Like A Lady,Journey,32.0,43.0,11.0
1980-07-30,Someone That I Used To Love,Natalie Cole,44.0,44.0,7.0
1980-07-30,Funkytown,"Lipps, Inc.",1.0,45.0,19.0
1980-07-30,Hot Rod Hearts,Robbie Dupree,46.0,46.0,3.0
1980-07-30,Shandi,KISS,47.0,47.0,7.0
1980-07-30,Against The Wind,Bob Seger,5.0,48.0,14.0
1980-07-30,Upside Down,Diana Ross,49.0,49.0,4.0
1980-07-30,Love That Got Away,Firefall,50.0,50.0,6.0
1980-07-30,Years From Now,Dr. Hook,51.0,51.0,5.0
1980-07-30,A Lover's Holiday,Change,40.0,52.0,12.0
1980-07-30,Biggest Part Of Me,Ambrosia,3.0,53.0,18.0
1980-07-30,Free Me,Roger Daltrey,54.0,54.0,5.0
1980-07-30,That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris,55.0,55.0,6.0
1980-07-30,Beyond,Herb Alpert,50.0,56.0,6.0
1980-07-30,I'm Alright,Kenny Loggins,57.0,57.0,4.0
1980-07-30,One More Time For Love,Billy Preston & Syreeta,52.0,58.0,8.0
1980-07-30,You're Supposed To Keep Your Love For Me,Jermaine Jackson,59.0,59.0,4.0
1980-07-30,Hey There Lonely Girl,Robert John,60.0,60.0,3.0
1980-07-30,All Over The World,Electric Light Orchestra,61.0,61.0,1.0
1980-07-30,You Better Run,Pat Benatar,62.0,62.0,2.0
1980-07-30,Landlord,Gladys Knight And The Pips,46.0,63.0,8.0
1980-07-30,How Does It Feel To Be Back,Daryl Hall John Oates,64.0,64.0,3.0
1980-07-30,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,65.0,65.0,2.0
1980-07-30,Under The Gun,Poco,66.0,66.0,3.0
1980-07-30,"Honey, Honey",David Hudson,67.0,67.0,6.0
1980-07-30,The Royal Mile (Sweet Darlin'),Gerry Rafferty,68.0,68.0,3.0
1980-07-30,King Of The Hill,Rick Pinette & Oak,36.0,69.0,13.0
1980-07-30,Jesse,Carly Simon,70.0,70.0,1.0
1980-07-30,Don't Ask Me Why,Billy Joel,71.0,71.0,1.0
1980-07-30,Let's Go 'round Again,Average White Band,53.0,72.0,7.0
1980-07-30,He's So Shy,The Pointer Sisters,73.0,73.0,2.0
1980-07-30,Half Moon Silver,Hotel,74.0,74.0,4.0
1980-07-30,First Time Love,Livingston Taylor,75.0,75.0,2.0
1980-07-30,Don't Misunderstand Me,Rossington Collins Band,76.0,76.0,2.0
1980-07-30,No Night So Long,Dionne Warwick,77.0,77.0,2.0
1980-07-30,Cry Just A Little,Paul Davis,78.0,78.0,3.0
1980-07-30,(Call Me) When The Spirit Moves You,Touch,79.0,79.0,2.0
1980-07-30,You And Me,Rockie Robbins,80.0,80.0,3.0
1980-07-30,My Mistake,The Kingbees,81.0,81.0,6.0
1980-07-30,First...Be A Woman,Lenore O'malley,82.0,82.0,2.0
1980-07-30,Rock It,"Lipps, Inc.",83.0,83.0,1.0
1980-07-30,Fool For Your Loving,Whitesnake,84.0,84.0,1.0
1980-07-30,Stranger In My Home Town,Foghat,85.0,85.0,1.0
1980-07-30,Wango Tango,Ted Nugent,86.0,86.0,2.0
1980-07-30,Whatever You Decide,Randy VanWarmer,87.0,87.0,1.0
1980-07-30,Everything Is Alright,Spider,88.0,88.0,1.0
1980-07-30,Darlin',Yipes!!,89.0,89.0,1.0
1980-07-30,Just Can't Wait,The J. Geils Band,78.0,90.0,4.0
1980-07-30,Where Did We Go Wrong,Frankie Valli & Chris Forde,91.0,91.0,3.0
1980-07-30,Mirage,Eric Troyer,92.0,92.0,2.0
1980-07-30,Shiver And Shake,The Silencers,93.0,93.0,2.0
1980-07-30,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,4.0,94.0,19.0
1980-07-30,On The Rebound,Russ Ballard,58.0,95.0,8.0
1980-07-30,She's Out Of My Life,Michael Jackson,10.0,96.0,16.0
1980-07-30,Cars,Gary Numan,9.0,97.0,25.0
1980-07-30,Call Me,Blondie,1.0,98.0,25.0
1980-07-30,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,19.0,99.0,19.0
1980-07-30,Dancin' In The Streets,Teri DeSario With K.C.,66.0,100.0,6.0
1980-08-06,Magic,Olivia Newton-John,1.0,1.0,12.0
1980-08-06,It's Still Rock And Roll To Me,Billy Joel,1.0,2.0,12.0
1980-08-06,Little Jeannie,Elton John,3.0,3.0,15.0
1980-08-06,Take Your Time (Do It Right) Part 1,The S.O.S. Band,4.0,4.0,11.0
1980-08-06,Sailing,Christopher Cross,5.0,5.0,9.0
1980-08-06,Shining Star,The Manhattans,5.0,6.0,16.0
1980-08-06,Emotional Rescue,The Rolling Stones,7.0,7.0,6.0
1980-08-06,Cupid/I've Loved You For A Long Time,The Spinners,4.0,8.0,13.0
1980-08-06,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,9.0,16.0
1980-08-06,Upside Down,Diana Ross,10.0,10.0,5.0
1980-08-06,In America,The Charlie Daniels Band,11.0,11.0,11.0
1980-08-06,More Love,Kim Carnes,12.0,12.0,11.0
1980-08-06,Tired Of Toein' The Line,Rocky Burnette,8.0,13.0,14.0
1980-08-06,Love The World Away,Kenny Rogers,14.0,14.0,8.0
1980-08-06,Misunderstanding,Genesis,15.0,15.0,12.0
1980-08-06,One Fine Day,Carole King,12.0,16.0,13.0
1980-08-06,Fame,Irene Cara,17.0,17.0,9.0
1980-08-06,Empire Strikes Back (Medley),Meco,18.0,18.0,9.0
1980-08-06,Let My Love Open The Door,Pete Townshend,19.0,19.0,9.0
1980-08-06,Into The Night,Benny Mardones,20.0,20.0,9.0
1980-08-06,JoJo,Boz Scaggs,21.0,21.0,9.0
1980-08-06,Stand By Me,Mickey Gilley,22.0,22.0,13.0
1980-08-06,Take A Little Rhythm,Ali Thomson,23.0,23.0,9.0
1980-08-06,Old-Fashion Love,Commodores,24.0,24.0,8.0
1980-08-06,Why Not Me,Fred Knoblock,25.0,25.0,7.0
1980-08-06,Make A Little Magic,The Dirt Band,26.0,26.0,8.0
1980-08-06,Boulevard,Jackson Browne,27.0,27.0,6.0
1980-08-06,All Out Of Love,Air Supply,28.0,28.0,9.0
1980-08-06,You're The Only Woman (You & I),Ambrosia,29.0,29.0,5.0
1980-08-06,Drivin' My Life Away,Eddie Rabbitt,30.0,30.0,8.0
1980-08-06,I Can't Let Go,Linda Ronstadt,31.0,31.0,7.0
1980-08-06,Tulsa Time/Cocaine,Eric Clapton And His Band,32.0,32.0,8.0
1980-08-06,Give Me The Night,George Benson,33.0,33.0,6.0
1980-08-06,Lookin' For Love,Johnny Lee,34.0,34.0,5.0
1980-08-06,The Rose,Bette Midler,3.0,35.0,21.0
1980-08-06,Steal Away,Robbie Dupree,6.0,36.0,18.0
1980-08-06,One In A Million You,Larry Graham,37.0,37.0,7.0
1980-08-06,Gimme Some Lovin',Blues Brothers,18.0,38.0,11.0
1980-08-06,Hot Rod Hearts,Robbie Dupree,39.0,39.0,4.0
1980-08-06,Someone That I Used To Love,Natalie Cole,40.0,40.0,8.0
1980-08-06,All Night Long,Joe Walsh,19.0,41.0,13.0
1980-08-06,Let Me Love You Tonight,Pure Prairie League,10.0,42.0,14.0
1980-08-06,All Over The World,Electric Light Orchestra,43.0,43.0,2.0
1980-08-06,I'm Alive,Electric Light Orchestra,16.0,44.0,12.0
1980-08-06,Play The Game,Queen,42.0,45.0,7.0
1980-08-06,Late In The Evening,Paul Simon,46.0,46.0,1.0
1980-08-06,Let's Get Serious,Jermaine Jackson,9.0,47.0,20.0
1980-08-06,I'm Alright,Kenny Loggins,48.0,48.0,5.0
1980-08-06,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,49.0,49.0,3.0
1980-08-06,Love That Got Away,Firefall,50.0,50.0,7.0
1980-08-06,Years From Now,Dr. Hook,51.0,51.0,6.0
1980-08-06,Hey There Lonely Girl,Robert John,52.0,52.0,4.0
1980-08-06,You Better Run,Pat Benatar,53.0,53.0,3.0
1980-08-06,Free Me,Roger Daltrey,54.0,54.0,6.0
1980-08-06,You're Supposed To Keep Your Love For Me,Jermaine Jackson,55.0,55.0,5.0
1980-08-06,How Does It Feel To Be Back,Daryl Hall John Oates,56.0,56.0,4.0
1980-08-06,Don't Ask Me Why,Billy Joel,57.0,57.0,2.0
1980-08-06,Under The Gun,Poco,58.0,58.0,4.0
1980-08-06,Funkytown,"Lipps, Inc.",1.0,59.0,20.0
1980-08-06,The Royal Mile (Sweet Darlin'),Gerry Rafferty,60.0,60.0,4.0
1980-08-06,Jesse,Carly Simon,61.0,61.0,2.0
1980-08-06,Shandi,KISS,47.0,62.0,8.0
1980-08-06,He's So Shy,The Pointer Sisters,63.0,63.0,3.0
1980-08-06,Against The Wind,Bob Seger,5.0,64.0,15.0
1980-08-06,"Honey, Honey",David Hudson,65.0,65.0,7.0
1980-08-06,First Time Love,Livingston Taylor,66.0,66.0,3.0
1980-08-06,Don't Misunderstand Me,Rossington Collins Band,67.0,67.0,3.0
1980-08-06,No Night So Long,Dionne Warwick,68.0,68.0,3.0
1980-08-06,(Call Me) When The Spirit Moves You,Touch,69.0,69.0,3.0
1980-08-06,Walks Like A Lady,Journey,32.0,70.0,12.0
1980-08-06,First...Be A Woman,Lenore O'malley,71.0,71.0,3.0
1980-08-06,Half Moon Silver,Hotel,72.0,72.0,5.0
1980-08-06,Rock It,"Lipps, Inc.",73.0,73.0,2.0
1980-08-06,Fool For Your Loving,Whitesnake,74.0,74.0,2.0
1980-08-06,That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris,55.0,75.0,7.0
1980-08-06,Beyond,Herb Alpert,50.0,76.0,7.0
1980-08-06,Whatever You Decide,Randy VanWarmer,77.0,77.0,2.0
1980-08-06,Darlin',Yipes!!,78.0,78.0,2.0
1980-08-06,Xanadu,Olivia Newton-John/Electric Light Orchestra,79.0,79.0,1.0
1980-08-06,How Do I Survive,Amy Holland,80.0,80.0,1.0
1980-08-06,Stranger In My Home Town,Foghat,81.0,81.0,2.0
1980-08-06,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,82.0,82.0,1.0
1980-08-06,Never Knew Love Like This Before,Stephanie Mills,83.0,83.0,1.0
1980-08-06,Over You,Roxy Music,84.0,84.0,1.0
1980-08-06,One More Time For Love,Billy Preston & Syreeta,52.0,85.0,9.0
1980-08-06,Everything Is Alright,Spider,86.0,86.0,2.0
1980-08-06,Let Me Be Your Angel,Stacy Lattisaw,87.0,87.0,1.0
1980-08-06,A Lover's Holiday,Change,40.0,88.0,13.0
1980-08-06,Red Light,Linda Clifford,89.0,89.0,1.0
1980-08-06,Where Did We Go Wrong,Frankie Valli & Chris Forde,90.0,90.0,4.0
1980-08-06,Shiver And Shake,The Silencers,91.0,91.0,3.0
1980-08-06,Biggest Part Of Me,Ambrosia,3.0,92.0,19.0
1980-08-06,Landlord,Gladys Knight And The Pips,46.0,93.0,9.0
1980-08-06,King Of The Hill,Rick Pinette & Oak,36.0,94.0,14.0
1980-08-06,You And Me,Rockie Robbins,80.0,95.0,4.0
1980-08-06,Wango Tango,Ted Nugent,86.0,96.0,3.0
1980-08-06,Just Can't Wait,The J. Geils Band,78.0,97.0,5.0
1980-08-06,My Mistake,The Kingbees,81.0,98.0,7.0
1980-08-06,Cry Just A Little,Paul Davis,78.0,99.0,4.0
1980-08-06,Let's Go 'round Again,Average White Band,53.0,100.0,8.0
1980-08-13,Magic,Olivia Newton-John,1.0,1.0,13.0
1980-08-13,Sailing,Christopher Cross,2.0,2.0,10.0
1980-08-13,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,3.0,12.0
1980-08-13,Emotional Rescue,The Rolling Stones,4.0,4.0,7.0
1980-08-13,Upside Down,Diana Ross,5.0,5.0,6.0
1980-08-13,It's Still Rock And Roll To Me,Billy Joel,1.0,6.0,13.0
1980-08-13,Shining Star,The Manhattans,5.0,7.0,17.0
1980-08-13,Little Jeannie,Elton John,3.0,8.0,16.0
1980-08-13,Let My Love Open The Door,Pete Townshend,9.0,9.0,10.0
1980-08-13,More Love,Kim Carnes,10.0,10.0,12.0
1980-08-13,Cupid/I've Loved You For A Long Time,The Spinners,4.0,11.0,14.0
1980-08-13,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,12.0,17.0
1980-08-13,Fame,Irene Cara,13.0,13.0,10.0
1980-08-13,Misunderstanding,Genesis,14.0,14.0,13.0
1980-08-13,Give Me The Night,George Benson,15.0,15.0,7.0
1980-08-13,Take A Little Rhythm,Ali Thomson,16.0,16.0,10.0
1980-08-13,Into The Night,Benny Mardones,17.0,17.0,10.0
1980-08-13,Empire Strikes Back (Medley),Meco,18.0,18.0,10.0
1980-08-13,JoJo,Boz Scaggs,19.0,19.0,10.0
1980-08-13,Why Not Me,Fred Knoblock,20.0,20.0,8.0
1980-08-13,All Out Of Love,Air Supply,21.0,21.0,10.0
1980-08-13,Stand By Me,Mickey Gilley,22.0,22.0,14.0
1980-08-13,Old-Fashion Love,Commodores,23.0,23.0,9.0
1980-08-13,Boulevard,Jackson Browne,24.0,24.0,7.0
1980-08-13,Make A Little Magic,The Dirt Band,25.0,25.0,9.0
1980-08-13,You're The Only Woman (You & I),Ambrosia,26.0,26.0,6.0
1980-08-13,Drivin' My Life Away,Eddie Rabbitt,27.0,27.0,9.0
1980-08-13,Lookin' For Love,Johnny Lee,28.0,28.0,6.0
1980-08-13,Late In The Evening,Paul Simon,29.0,29.0,2.0
1980-08-13,Tulsa Time/Cocaine,Eric Clapton And His Band,30.0,30.0,9.0
1980-08-13,Tired Of Toein' The Line,Rocky Burnette,8.0,31.0,15.0
1980-08-13,Hot Rod Hearts,Robbie Dupree,32.0,32.0,5.0
1980-08-13,One In A Million You,Larry Graham,33.0,33.0,8.0
1980-08-13,All Over The World,Electric Light Orchestra,34.0,34.0,3.0
1980-08-13,Someone That I Used To Love,Natalie Cole,35.0,35.0,9.0
1980-08-13,In America,The Charlie Daniels Band,11.0,36.0,12.0
1980-08-13,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,37.0,37.0,4.0
1980-08-13,Love The World Away,Kenny Rogers,14.0,38.0,9.0
1980-08-13,Don't Ask Me Why,Billy Joel,39.0,39.0,3.0
1980-08-13,One Fine Day,Carole King,12.0,40.0,14.0
1980-08-13,I Can't Let Go,Linda Ronstadt,31.0,41.0,8.0
1980-08-13,The Rose,Bette Midler,3.0,42.0,22.0
1980-08-13,Steal Away,Robbie Dupree,6.0,43.0,19.0
1980-08-13,I'm Alright,Kenny Loggins,44.0,44.0,6.0
1980-08-13,Hey There Lonely Girl,Robert John,45.0,45.0,5.0
1980-08-13,Gimme Some Lovin',Blues Brothers,18.0,46.0,12.0
1980-08-13,Jesse,Carly Simon,47.0,47.0,3.0
1980-08-13,How Does It Feel To Be Back,Daryl Hall John Oates,48.0,48.0,5.0
1980-08-13,You're Supposed To Keep Your Love For Me,Jermaine Jackson,49.0,49.0,6.0
1980-08-13,Under The Gun,Poco,50.0,50.0,5.0
1980-08-13,You Better Run,Pat Benatar,51.0,51.0,4.0
1980-08-13,He's So Shy,The Pointer Sisters,52.0,52.0,4.0
1980-08-13,Free Me,Roger Daltrey,53.0,53.0,7.0
1980-08-13,The Royal Mile (Sweet Darlin'),Gerry Rafferty,54.0,54.0,5.0
1980-08-13,No Night So Long,Dionne Warwick,55.0,55.0,4.0
1980-08-13,All Night Long,Joe Walsh,19.0,56.0,14.0
1980-08-13,Let Me Love You Tonight,Pure Prairie League,10.0,57.0,15.0
1980-08-13,I'm Alive,Electric Light Orchestra,16.0,58.0,13.0
1980-08-13,First Time Love,Livingston Taylor,59.0,59.0,4.0
1980-08-13,First...Be A Woman,Lenore O'malley,60.0,60.0,4.0
1980-08-13,Don't Misunderstand Me,Rossington Collins Band,61.0,61.0,4.0
1980-08-13,"Honey, Honey",David Hudson,62.0,62.0,8.0
1980-08-13,Xanadu,Olivia Newton-John/Electric Light Orchestra,63.0,63.0,2.0
1980-08-13,Fool For Your Loving,Whitesnake,64.0,64.0,3.0
1980-08-13,(Call Me) When The Spirit Moves You,Touch,65.0,65.0,4.0
1980-08-13,Rock It,"Lipps, Inc.",66.0,66.0,3.0
1980-08-13,Another One Bites The Dust,Queen,67.0,67.0,1.0
1980-08-13,Darlin',Yipes!!,68.0,68.0,3.0
1980-08-13,How Do I Survive,Amy Holland,69.0,69.0,2.0
1980-08-13,Let's Get Serious,Jermaine Jackson,9.0,70.0,21.0
1980-08-13,Never Knew Love Like This Before,Stephanie Mills,71.0,71.0,2.0
1980-08-13,Half Moon Silver,Hotel,72.0,72.0,6.0
1980-08-13,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,73.0,73.0,2.0
1980-08-13,Play The Game,Queen,42.0,74.0,8.0
1980-08-13,Love That Got Away,Firefall,50.0,75.0,8.0
1980-08-13,Red Light,Linda Clifford,76.0,76.0,2.0
1980-08-13,Whatever You Decide,Randy VanWarmer,77.0,77.0,3.0
1980-08-13,Funkytown,"Lipps, Inc.",1.0,78.0,21.0
1980-08-13,Years From Now,Dr. Hook,51.0,79.0,7.0
1980-08-13,Over You,Roxy Music,80.0,80.0,2.0
1980-08-13,Shiver And Shake,The Silencers,81.0,81.0,4.0
1980-08-13,Late At Night,England Dan Seals,82.0,82.0,1.0
1980-08-13,Let Me Be Your Angel,Stacy Lattisaw,83.0,83.0,2.0
1980-08-13,The Legend Of Wooley Swamp,The Charlie Daniels Band,84.0,84.0,1.0
1980-08-13,I Hear You Now,Jon & Vangelis,85.0,85.0,1.0
1980-08-13,True Love Ways,Mickey Gilley,86.0,86.0,1.0
1980-08-13,Treasure,The Brothers Johnson,87.0,87.0,1.0
1980-08-13,Who'll Be The Fool Tonight,Larsen-Feiten Band,88.0,88.0,1.0
1980-08-13,Out Here On My Own,Irene Cara,89.0,89.0,1.0
1980-08-13,Games Without Frontiers,Peter Gabriel,90.0,90.0,1.0
1980-08-13,Shandi,KISS,47.0,91.0,9.0
1980-08-13,Against The Wind,Bob Seger,5.0,92.0,16.0
1980-08-13,Walks Like A Lady,Journey,32.0,93.0,13.0
1980-08-13,That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris,55.0,94.0,8.0
1980-08-13,Wango Tango,Ted Nugent,86.0,95.0,4.0
1980-08-13,My Mistake,The Kingbees,81.0,96.0,8.0
